Date,Time (GMT),Predicted (m),Verified (m),Preliminary (m),Forecast Guidance(m)
2023/08/29,06:54,-1.189,-1.018,-,-
2023/08/29,07:00,-1.146,-0.972,-,-
2023/08/29,07:06,-1.103,-0.93,-,-
2023/08/29,07:12,-1.059,-0.887,-,-
2023/08/29,07:18,-1.015,-0.842,-,-
2023/08/29,07:24,-0.97,-0.796,-,-
2023/08/29,07:30,-0.926,-0.747,-,-
2023/08/29,07:36,-0.881,-0.7,-,-
2023/08/29,07:42,-0.837,-0.647,-,-
2023/08/29,07:48,-0.794,-0.599,-,-
2023/08/29,07:54,-0.751,-0.549,-,-
2023/08/29,08:00,-0.709,-0.499,-,-
2023/08/29,08:06,-0.667,-0.462,-,-
2023/08/29,08:12,-0.627,-0.413,-,-
2023/08/29,08:18,-0.588,-0.382,-,-
2023/08/29,08:24,-0.55,-0.349,-,-
2023/08/29,08:30,-0.513,-0.308,-,-
2023/08/29,08:36,-0.477,-0.272,-,-
2023/08/29,08:42,-0.443,-0.233,-,-
2023/08/29,08:48,-0.41,-0.193,-,-
2023/08/29,08:54,-0.379,-0.156,-,-
2023/08/29,09:00,-0.349,-0.123,-,-
2023/08/29,09:06,-0.321,-0.085,-,-
2023/08/29,09:12,-0.294,-0.067,-,-
2023/08/29,09:18,-0.269,-0.054,-,-
2023/08/29,09:24,-0.246,-0.013,-,-
2023/08/29,09:30,-0.224,0.002,-,-
2023/08/29,09:36,-0.203,0.029,-,-
2023/08/29,09:42,-0.184,0.034,-,-
2023/08/29,09:48,-0.167,0.056,-,-
2023/08/29,09:54,-0.151,0.071,-,-
2023/08/29,10:00,-0.137,0.089,-,-
2023/08/29,10:06,-0.125,0.091,-,-
2023/08/29,10:12,-0.114,0.095,-,-
2023/08/29,10:18,-0.105,0.099,-,-
2023/08/29,10:24,-0.098,0.104,-,-
2023/08/29,10:30,-0.092,0.119,-,-
2023/08/29,10:36,-0.088,0.128,-,-
2023/08/29,10:42,-0.086,0.129,-,-
2023/08/29,10:48,-0.085,0.132,-,-
2023/08/29,10:54,-0.086,0.128,-,-
2023/08/29,11:00,-0.089,0.12,-,-
2023/08/29,11:06,-0.094,0.119,-,-
2023/08/29,11:12,-0.101,0.114,-,-
2023/08/29,11:18,-0.109,0.108,-,-
2023/08/29,11:24,-0.12,0.095,-,-
2023/08/29,11:30,-0.132,0.081,-,-
2023/08/29,11:36,-0.146,0.069,-,-
2023/08/29,11:42,-0.162,0.067,-,-
2023/08/29,11:48,-0.179,0.057,-,-
2023/08/29,11:54,-0.199,0.048,-,-
2023/08/29,12:00,-0.22,0.019,-,-
2023/08/29,12:06,-0.243,-,-,-
2023/08/29,12:12,-0.268,-0.024,-,-
2023/08/29,12:18,-0.295,-0.054,-,-
2023/08/29,12:24,-0.323,-0.079,-,-
2023/08/29,12:30,-0.352,-0.102,-,-
2023/08/29,12:36,-0.384,-0.127,-,-
2023/08/29,12:42,-0.416,-0.167,-,-
2023/08/29,12:48,-0.45,-0.203,-,-
2023/08/29,12:54,-0.485,-0.237,-,-
2023/08/29,13:00,-0.522,-0.267,-,-
2023/08/29,13:06,-0.559,-0.297,-,-
2023/08/29,13:12,-0.598,-0.33,-,-
2023/08/29,13:18,-0.637,-0.368,-,-
2023/08/29,13:24,-0.678,-0.408,-,-
2023/08/29,13:30,-0.719,-0.444,-,-
2023/08/29,13:36,-0.76,-0.496,-,-
2023/08/29,13:42,-0.803,-0.532,-,-
2023/08/29,13:48,-0.845,-0.568,-,-
2023/08/29,13:54,-0.888,-0.614,-,-
2023/08/29,14:00,-0.931,-0.659,-,-
2023/08/29,14:06,-0.975,-0.705,-,-
2023/08/29,14:12,-1.018,-0.753,-,-
2023/08/29,14:18,-1.062,-0.799,-,-
2023/08/29,14:24,-1.105,-0.851,-,-
2023/08/29,14:30,-1.148,-0.9,-,-
2023/08/29,14:36,-1.191,-0.948,-,-
2023/08/29,14:42,-1.233,-0.997,-,-
2023/08/29,14:48,-1.275,-1.042,-,-
2023/08/29,14:54,-1.316,-1.083,-,-
2023/08/29,15:00,-1.356,-1.129,-,-
2023/08/29,15:06,-1.395,-1.173,-,-
2023/08/29,15:12,-1.434,-1.218,-,-
2023/08/29,15:18,-1.471,-1.26,-,-
2023/08/29,15:24,-1.507,-1.303,-,-
2023/08/29,15:30,-1.541,-1.338,-,-
2023/08/29,15:36,-1.574,-1.38,-,-
2023/08/29,15:42,-1.606,-1.407,-,-
2023/08/29,15:48,-1.635,-1.43,-,-
2023/08/29,15:54,-1.663,-1.467,-,-
2023/08/29,16:00,-1.689,-1.495,-,-
2023/08/29,16:06,-1.713,-1.517,-,-
2023/08/29,16:12,-1.735,-1.551,-,-
2023/08/29,16:18,-1.754,-1.573,-,-
2023/08/29,16:24,-1.771,-1.591,-,-
2023/08/29,16:30,-1.786,-1.61,-,-
2023/08/29,16:36,-1.798,-1.628,-,-
2023/08/29,16:42,-1.808,-1.629,-,-
2023/08/29,16:48,-1.814,-1.643,-,-
2023/08/29,16:54,-1.819,-1.65,-,-
2023/08/29,17:00,-1.82,-1.652,-,-
2023/08/29,17:06,-1.818,-1.653,-,-
2023/08/29,17:12,-1.814,-1.654,-,-
2023/08/29,17:18,-1.807,-1.647,-,-
2023/08/29,17:24,-1.797,-1.635,-,-
2023/08/29,17:30,-1.784,-1.621,-,-
2023/08/29,17:36,-1.768,-1.608,-,-
2023/08/29,17:42,-1.749,-1.588,-,-
2023/08/29,17:48,-1.728,-1.562,-,-
2023/08/29,17:54,-1.704,-1.531,-,-
2023/08/29,18:00,-1.677,-1.5,-,-
2023/08/29,18:06,-1.647,-1.472,-,-
2023/08/29,18:12,-1.615,-1.441,-,-
2023/08/29,18:18,-1.581,-1.406,-,-
2023/08/29,18:24,-1.544,-1.367,-,-
2023/08/29,18:30,-1.505,-1.333,-,-
2023/08/29,18:36,-1.464,-1.285,-,-
2023/08/29,18:42,-1.421,-1.238,-,-
2023/08/29,18:48,-1.376,-1.183,-,-
2023/08/29,18:54,-1.33,-1.138,-,-
2023/08/29,19:00,-1.282,-1.082,-,-
2023/08/29,19:06,-1.233,-1.032,-,-
2023/08/29,19:12,-1.182,-0.978,-,-
2023/08/29,19:18,-1.131,-0.928,-,-
2023/08/29,19:24,-1.079,-0.871,-,-
2023/08/29,19:30,-1.026,-0.82,-,-
2023/08/29,19:36,-0.973,-0.769,-,-
2023/08/29,19:42,-0.919,-0.708,-,-
2023/08/29,19:48,-0.866,-0.654,-,-
2023/08/29,19:54,-0.812,-0.602,-,-
2023/08/29,20:00,-0.759,-0.547,-,-
2023/08/29,20:06,-0.706,-0.511,-,-
2023/08/29,20:12,-0.653,-0.45,-,-
2023/08/29,20:18,-0.602,-0.398,-,-
2023/08/29,20:24,-0.551,-0.333,-,-
2023/08/29,20:30,-0.501,-0.283,-,-
2023/08/29,20:36,-0.452,-0.234,-,-
2023/08/29,20:42,-0.404,-0.19,-,-
2023/08/29,20:48,-0.357,-0.147,-,-
2023/08/29,20:54,-0.312,-0.098,-,-
2023/08/29,21:00,-0.268,-0.055,-,-
2023/08/29,21:06,-0.225,-0.018,-,-
2023/08/29,21:12,-0.184,0.025,-,-
2023/08/29,21:18,-0.144,0.072,-,-
2023/08/29,21:24,-0.106,0.119,-,-
2023/08/29,21:30,-0.07,0.152,-,-
2023/08/29,21:36,-0.035,0.182,-,-
2023/08/29,21:42,-0.002,0.215,-,-
2023/08/29,21:48,0.03,0.26,-,-
2023/08/29,21:54,0.06,0.309,-,-
2023/08/29,22:00,0.088,0.34,-,-
2023/08/29,22:06,0.114,0.354,-,-
2023/08/29,22:12,0.139,0.36,-,-
2023/08/29,22:18,0.163,0.372,-,-
2023/08/29,22:24,0.184,0.385,-,-
2023/08/29,22:30,0.204,0.412,-,-
2023/08/29,22:36,0.222,0.437,-,-
2023/08/29,22:42,0.238,0.458,-,-
2023/08/29,22:48,0.253,0.478,-,-
2023/08/29,22:54,0.265,0.495,-,-
2023/08/29,23:00,0.276,0.511,-,-
2023/08/29,23:06,0.285,0.53,-,-
2023/08/29,23:12,0.292,0.55,-,-
2023/08/29,23:18,0.297,0.555,-,-
2023/08/29,23:24,0.301,0.565,-,-
2023/08/29,23:30,0.302,0.579,-,-
2023/08/29,23:36,0.301,0.583,-,-
2023/08/29,23:42,0.298,0.59,-,-
2023/08/29,23:48,0.293,0.59,-,-
2023/08/29,23:54,0.286,0.589,-,-
2023/08/30,00:00,0.277,0.583,-,-
2023/08/30,00:06,0.266,0.574,-,-
2023/08/30,00:12,0.253,0.546,-,-
2023/08/30,00:18,0.238,0.516,-,-
2023/08/30,00:24,0.22,0.49,-,-
2023/08/30,00:30,0.201,0.457,-,-
2023/08/30,00:36,0.179,0.447,-,-
2023/08/30,00:42,0.155,0.421,-,-
2023/08/30,00:48,0.13,0.389,-,-
2023/08/30,00:54,0.102,0.375,-,-
2023/08/30,01:00,0.072,0.344,-,-
2023/08/30,01:06,0.041,0.312,-,-
2023/08/30,01:12,0.008,0.272,-,-
2023/08/30,01:18,-0.027,0.232,-,-
2023/08/30,01:24,-0.064,0.205,-,-
2023/08/30,01:30,-0.102,0.168,-,-
2023/08/30,01:36,-0.142,0.134,-,-
2023/08/30,01:42,-0.183,0.098,-,-
2023/08/30,01:48,-0.226,0.055,-,-
2023/08/30,01:54,-0.269,0.016,-,-
2023/08/30,02:00,-0.315,-0.023,-,-
2023/08/30,02:06,-0.361,-0.065,-,-
2023/08/30,02:12,-0.408,-0.112,-,-
2023/08/30,02:18,-0.456,-0.157,-,-
2023/08/30,02:24,-0.505,-0.207,-,-
2023/08/30,02:30,-0.554,-0.254,-,-
2023/08/30,02:36,-0.605,-0.298,-,-
2023/08/30,02:42,-0.655,-0.341,-,-
2023/08/30,02:48,-0.706,-0.388,-,-
2023/08/30,02:54,-0.758,-0.435,-,-
2023/08/30,03:00,-0.809,-0.487,-,-
2023/08/30,03:06,-0.861,-0.538,-,-
2023/08/30,03:12,-0.912,-0.582,-,-
2023/08/30,03:18,-0.963,-0.629,-,-
2023/08/30,03:24,-1.014,-0.669,-,-
2023/08/30,03:30,-1.064,-0.711,-,-
2023/08/30,03:36,-1.114,-0.757,-,-
2023/08/30,03:42,-1.163,-0.803,-,-
2023/08/30,03:48,-1.211,-0.849,-,-
2023/08/30,03:54,-1.258,-0.895,-,-
2023/08/30,04:00,-1.304,-0.944,-,-
2023/08/30,04:06,-1.348,-0.991,-,-
2023/08/30,04:12,-1.391,-1.035,-,-
2023/08/30,04:18,-1.432,-1.081,-,-
2023/08/30,04:24,-1.472,-1.121,-,-
2023/08/30,04:30,-1.509,-1.162,-,-
2023/08/30,04:36,-1.545,-1.201,-,-
2023/08/30,04:42,-1.578,-1.239,-,-
2023/08/30,04:48,-1.609,-1.277,-,-
2023/08/30,04:54,-1.638,-1.315,-,-
2023/08/30,05:00,-1.664,-1.349,-,-
2023/08/30,05:06,-1.687,-1.388,-,-
2023/08/30,05:12,-1.708,-1.422,-,-
2023/08/30,05:18,-1.725,-1.445,-,-
2023/08/30,05:24,-1.74,-1.471,-,-
2023/08/30,05:30,-1.752,-1.495,-,-
2023/08/30,05:36,-1.761,-1.515,-,-
2023/08/30,05:42,-1.767,-1.522,-,-
2023/08/30,05:48,-1.769,-1.527,-,-
2023/08/30,05:54,-1.769,-1.54,-,-
2023/08/30,06:00,-1.765,-1.54,-,-
2023/08/30,06:06,-1.758,-1.54,-,-
2023/08/30,06:12,-1.749,-1.538,-,-
2023/08/30,06:18,-1.736,-1.542,-,-
2023/08/30,06:24,-1.72,-1.521,-,-
2023/08/30,06:30,-1.701,-1.493,-,-
2023/08/30,06:36,-1.679,-1.469,-,-
2023/08/30,06:42,-1.655,-1.463,-,-
2023/08/30,06:48,-1.628,-1.436,-,-
2023/08/30,06:54,-1.598,-1.4,-,-
2023/08/30,07:00,-1.566,-1.37,-,-
2023/08/30,07:06,-1.531,-1.345,-,-
2023/08/30,07:12,-1.495,-1.312,-,-
2023/08/30,07:18,-1.456,-1.269,-,-
2023/08/30,07:24,-1.415,-1.237,-,-
2023/08/30,07:30,-1.373,-1.188,-,-
2023/08/30,07:36,-1.329,-1.147,-,-
2023/08/30,07:42,-1.284,-1.103,-,-
2023/08/30,07:48,-1.238,-1.058,-,-
2023/08/30,07:54,-1.19,-1.006,-,-
2023/08/30,08:00,-1.142,-0.949,-,-
2023/08/30,08:06,-1.094,-0.89,-,-
2023/08/30,08:12,-1.045,-0.834,-,-
2023/08/30,08:18,-0.995,-0.798,-,-
2023/08/30,08:24,-0.946,-0.752,-,-
2023/08/30,08:30,-0.897,-0.698,-,-
2023/08/30,08:36,-0.848,-0.641,-,-
2023/08/30,08:42,-0.799,-0.585,-,-
2023/08/30,08:48,-0.751,-0.534,-,-
2023/08/30,08:54,-0.704,-0.473,-,-
2023/08/30,09:00,-0.658,-0.415,-,-
2023/08/30,09:06,-0.612,-0.359,-,-
2023/08/30,09:12,-0.568,-0.306,-,-
2023/08/30,09:18,-0.525,-0.253,-,-
2023/08/30,09:24,-0.483,-0.207,-,-
2023/08/30,09:30,-0.443,-0.16,-,-
2023/08/30,09:36,-0.404,-0.115,-,-
2023/08/30,09:42,-0.367,-0.073,-,-
2023/08/30,09:48,-0.331,-0.037,-,-
2023/08/30,09:54,-0.297,-0.009,-,-
2023/08/30,10:00,-0.264,0.028,-,-
2023/08/30,10:06,-0.233,0.066,-,-
2023/08/30,10:12,-0.204,0.095,-,-
2023/08/30,10:18,-0.177,0.131,-,-
2023/08/30,10:24,-0.151,0.169,-,-
2023/08/30,10:30,-0.127,0.195,-,-
2023/08/30,10:36,-0.104,0.195,-,-
2023/08/30,10:42,-0.084,0.21,-,-
2023/08/30,10:48,-0.065,0.212,-,-
2023/08/30,10:54,-0.048,0.216,-,-
2023/08/30,11:00,-0.033,0.228,-,-
2023/08/30,11:06,-0.02,0.241,-,-
2023/08/30,11:12,-0.008,0.243,-,-
2023/08/30,11:18,0.001,0.238,-,-
2023/08/30,11:24,0.009,0.24,-,-
2023/08/30,11:30,0.015,0.256,-,-
2023/08/30,11:36,0.019,0.285,-,-
2023/08/30,11:42,0.021,0.285,-,-
2023/08/30,11:48,0.021,0.304,-,-
2023/08/30,11:54,0.019,0.302,-,-
2023/08/30,12:00,0.015,0.312,-,-
2023/08/30,12:06,0.01,0.311,-,-
2023/08/30,12:12,0.002,0.322,-,-
2023/08/30,12:18,-0.008,0.323,-,-
2023/08/30,12:24,-0.02,0.298,-,-
2023/08/30,12:30,-0.034,0.268,-,-
2023/08/30,12:36,-0.049,0.244,-,-
2023/08/30,12:42,-0.067,0.217,-,-
2023/08/30,12:48,-0.087,0.194,-,-
2023/08/30,12:54,-0.109,0.166,-,-
2023/08/30,13:00,-0.132,0.146,-,-
2023/08/30,13:06,-0.158,0.123,-,-
2023/08/30,13:12,-0.185,0.107,-,-
2023/08/30,13:18,-0.214,0.084,-,-
2023/08/30,13:24,-0.245,0.063,-,-
2023/08/30,13:30,-0.277,0.029,-,-
2023/08/30,13:36,-0.311,-0.005,-,-
2023/08/30,13:42,-0.347,-0.035,-,-
2023/08/30,13:48,-0.384,-0.07,-,-
2023/08/30,13:54,-0.422,-0.11,-,-
2023/08/30,14:00,-0.462,-0.143,-,-
2023/08/30,14:06,-0.503,-0.175,-,-
2023/08/30,14:12,-0.545,-0.217,-,-
2023/08/30,14:18,-0.588,-0.262,-,-
2023/08/30,14:24,-0.631,-0.306,-,-
2023/08/30,14:30,-0.676,-0.345,-,-
2023/08/30,14:36,-0.722,-0.382,-,-
2023/08/30,14:42,-0.768,-0.426,-,-
2023/08/30,14:48,-0.814,-0.472,-,-
2023/08/30,14:54,-0.862,-0.516,-,-
2023/08/30,15:00,-0.909,-0.561,-,-
2023/08/30,15:06,-0.957,-0.606,-,-
2023/08/30,15:12,-1.004,-0.651,-,-
2023/08/30,15:18,-1.052,-0.701,-,-
2023/08/30,15:24,-1.1,-0.756,-,-
2023/08/30,15:30,-1.147,-0.804,-,-
2023/08/30,15:36,-1.194,-0.849,-,-
2023/08/30,15:42,-1.241,-0.895,-,-
2023/08/30,15:48,-1.286,-0.932,-,-
2023/08/30,15:54,-1.332,-0.964,-,-
2023/08/30,16:00,-1.376,-0.995,-,-
2023/08/30,16:06,-1.419,-1.028,-,-
2023/08/30,16:12,-1.461,-1.061,-,-
2023/08/30,16:18,-1.502,-1.081,-,-
2023/08/30,16:24,-1.541,-1.086,-,-
2023/08/30,16:30,-1.579,-1.138,-,-
2023/08/30,16:36,-1.615,-1.199,-,-
2023/08/30,16:42,-1.65,-1.249,-,-
2023/08/30,16:48,-1.682,-1.283,-,-
2023/08/30,16:54,-1.712,-1.333,-,-
2023/08/30,17:00,-1.74,-1.361,-,-
2023/08/30,17:06,-1.766,-1.388,-,-
2023/08/30,17:12,-1.789,-1.425,-,-
2023/08/30,17:18,-1.81,-1.456,-,-
2023/08/30,17:24,-1.828,-1.481,-,-
2023/08/30,17:30,-1.844,-1.505,-,-
2023/08/30,17:36,-1.856,-1.526,-,-
2023/08/30,17:42,-1.866,-1.536,-,-
2023/08/30,17:48,-1.872,-1.555,-,-
2023/08/30,17:54,-1.876,-1.562,-,-
2023/08/30,18:00,-1.877,-1.56,-,-
2023/08/30,18:06,-1.874,-1.528,-,-
2023/08/30,18:12,-1.869,-1.502,-,-
2023/08/30,18:18,-1.86,-1.461,-,-
2023/08/30,18:24,-1.848,-1.4,-,-
2023/08/30,18:30,-1.834,-1.371,-,-
2023/08/30,18:36,-1.816,-1.373,-,-
2023/08/30,18:42,-1.795,-1.377,-,-
2023/08/30,18:48,-1.771,-1.362,-,-
2023/08/30,18:54,-1.744,-1.338,-,-
2023/08/30,19:00,-1.714,-1.294,-,-
2023/08/30,19:06,-1.682,-1.251,-,-
2023/08/30,19:12,-1.647,-1.167,-,-
2023/08/30,19:18,-1.61,-1.087,-,-
2023/08/30,19:24,-1.57,-1.022,-,-
2023/08/30,19:30,-1.527,-0.98,-,-
2023/08/30,19:36,-1.483,-0.973,-,-
2023/08/30,19:42,-1.437,-0.916,-,-
2023/08/30,19:48,-1.389,-0.847,-,-
2023/08/30,19:54,-1.339,-0.793,-,-
2023/08/30,20:00,-1.288,-0.731,-,-
2023/08/30,20:06,-1.235,-0.685,-,-
2023/08/30,20:12,-1.182,-0.624,-,-
2023/08/30,20:18,-1.127,-0.571,-,-
2023/08/30,20:24,-1.072,-0.522,-,-
2023/08/30,20:30,-1.016,-0.477,-,-
2023/08/30,20:36,-0.96,-0.454,-,-
2023/08/30,20:42,-0.903,-0.424,-,-
2023/08/30,20:48,-0.847,-0.377,-,-
2023/08/30,20:54,-0.791,-0.316,-,-
2023/08/30,21:00,-0.735,-0.245,-,-
2023/08/30,21:06,-0.679,-0.172,-,-
2023/08/30,21:12,-0.624,-0.107,-,-
2023/08/30,21:18,-0.57,-0.067,-,-
2023/08/30,21:24,-0.517,-0.019,-,-
2023/08/30,21:30,-0.465,0.037,-,-
2023/08/30,21:36,-0.414,0.09,-,-
2023/08/30,21:42,-0.365,0.157,-,-
2023/08/30,21:48,-0.316,0.209,-,-
2023/08/30,21:54,-0.269,0.277,-,-
2023/08/30,22:00,-0.224,0.337,-,-
2023/08/30,22:06,-0.18,0.364,-,-
2023/08/30,22:12,-0.138,0.409,-,-
2023/08/30,22:18,-0.097,0.444,-,-
2023/08/30,22:24,-0.058,0.485,-,-
2023/08/30,22:30,-0.021,0.493,-,-
2023/08/30,22:36,0.014,0.542,-,-
2023/08/30,22:42,0.048,0.573,-,-
2023/08/30,22:48,0.08,0.582,-,-
2023/08/30,22:54,0.11,0.644,-,-
2023/08/30,23:00,0.138,0.71,-,-
2023/08/30,23:06,0.165,0.734,-,-
2023/08/30,23:12,0.189,0.793,-,-
2023/08/30,23:18,0.212,0.819,-,-
2023/08/30,23:24,0.233,0.847,-,-
2023/08/30,23:30,0.252,0.881,-,-
2023/08/30,23:36,0.269,0.922,-,-
2023/08/30,23:42,0.284,0.959,-,-
2023/08/30,23:48,0.297,0.994,-,-
2023/08/30,23:54,0.309,1.011,-,-
2023/08/31,00:00,0.318,1.037,-,-
2023/08/31,00:06,0.325,1.044,-,-
2023/08/31,00:12,0.33,1.054,-,-
2023/08/31,00:18,0.334,1.056,-,-
2023/08/31,00:24,0.335,1.044,-,-
2023/08/31,00:30,0.333,1.016,-,-
2023/08/31,00:36,0.33,1.004,-,-
2023/08/31,00:42,0.325,0.982,-,-
2023/08/31,00:48,0.317,0.965,-,-
2023/08/31,00:54,0.307,0.955,-,-
2023/08/31,01:00,0.295,0.926,-,-
2023/08/31,01:06,0.281,0.904,-,-
2023/08/31,01:12,0.264,0.868,-,-
2023/08/31,01:18,0.245,0.83,-,-
2023/08/31,01:24,0.224,0.796,-,-
2023/08/31,01:30,0.201,0.769,-,-
2023/08/31,01:36,0.176,0.728,-,-
2023/08/31,01:42,0.148,0.687,-,-
2023/08/31,01:48,0.119,0.642,-,-
2023/08/31,01:54,0.087,0.598,-,-
2023/08/31,02:00,0.054,0.55,-,-
2023/08/31,02:06,0.018,0.512,-,-
2023/08/31,02:12,-0.019,0.467,-,-
2023/08/31,02:18,-0.058,0.416,-,-
2023/08/31,02:24,-0.099,0.357,-,-
2023/08/31,02:30,-0.142,0.299,-,-
2023/08/31,02:36,-0.186,0.236,-,-
2023/08/31,02:42,-0.231,0.186,-,-
2023/08/31,02:48,-0.278,0.129,-,-
2023/08/31,02:54,-0.326,0.08,-,-
2023/08/31,03:00,-0.376,0.024,-,-
2023/08/31,03:06,-0.426,-0.038,-,-
2023/08/31,03:12,-0.478,-0.102,-,-
2023/08/31,03:18,-0.53,-0.16,-,-
2023/08/31,03:24,-0.583,-0.222,-,-
2023/08/31,03:30,-0.637,-0.282,-,-
2023/08/31,03:36,-0.691,-0.333,-,-
2023/08/31,03:42,-0.746,-0.383,-,-
2023/08/31,03:48,-0.801,-0.431,-,-
2023/08/31,03:54,-0.856,-0.481,-,-
2023/08/31,04:00,-0.911,-0.533,-,-
2023/08/31,04:06,-0.966,-0.585,-,-
2023/08/31,04:12,-1.02,-0.64,-,-
2023/08/31,04:18,-1.074,-0.701,-,-
2023/08/31,04:24,-1.128,-0.773,-,-
2023/08/31,04:30,-1.18,-0.845,-,-
2023/08/31,04:36,-1.232,-0.913,-,-
2023/08/31,04:42,-1.283,-0.976,-,-
2023/08/31,04:48,-1.332,-1.027,-,-
2023/08/31,04:54,-1.38,-1.082,-,-
2023/08/31,05:00,-1.427,-1.146,-,-
2023/08/31,05:06,-1.472,-1.209,-,-
2023/08/31,05:12,-1.515,-1.274,-,-
2023/08/31,05:18,-1.556,-1.337,-,-
2023/08/31,05:24,-1.595,-1.39,-,-
2023/08/31,05:30,-1.631,-1.435,-,-
2023/08/31,05:36,-1.665,-1.476,-,-
2023/08/31,05:42,-1.697,-1.524,-,-
2023/08/31,05:48,-1.726,-1.569,-,-
2023/08/31,05:54,-1.752,-1.612,-,-
2023/08/31,06:00,-1.775,-1.645,-,-
2023/08/31,06:06,-1.795,-1.688,-,-
2023/08/31,06:12,-1.813,-1.721,-,-
2023/08/31,06:18,-1.827,-1.753,-,-
2023/08/31,06:24,-1.837,-1.779,-,-
2023/08/31,06:30,-1.845,-1.801,-,-
2023/08/31,06:36,-1.849,-1.823,-,-
2023/08/31,06:42,-1.85,-1.849,-,-
2023/08/31,06:48,-1.848,-1.865,-,-
2023/08/31,06:54,-1.842,-1.881,-,-
2023/08/31,07:00,-1.833,-1.894,-,-
2023/08/31,07:06,-1.821,-1.901,-,-
2023/08/31,07:12,-1.806,-1.913,-,-
2023/08/31,07:18,-1.787,-1.932,-,-
2023/08/31,07:24,-1.765,-1.936,-,-
2023/08/31,07:30,-1.74,-1.93,-,-
2023/08/31,07:36,-1.712,-1.929,-,-
2023/08/31,07:42,-1.682,-1.918,-,-
2023/08/31,07:48,-1.649,-1.903,-,-
2023/08/31,07:54,-1.613,-1.877,-,-
2023/08/31,08:00,-1.574,-1.84,-,-
2023/08/31,08:06,-1.534,-1.813,-,-
2023/08/31,08:12,-1.491,-1.784,-,-
2023/08/31,08:18,-1.446,-1.748,-,-
2023/08/31,08:24,-1.4,-1.703,-,-
2023/08/31,08:30,-1.352,-1.661,-,-
