Date,Time (GMT),Predicted (m),Verified (m),Preliminary (m),Forecast Guidance(m)
2024/07/06,11:30,-0.467,-0.489,-,-0.184
2024/07/06,11:36,-0.455,-0.472,-,-0.178
2024/07/06,11:42,-0.443,-0.456,-,-0.171
2024/07/06,11:48,-0.43,-0.444,-,-0.166
2024/07/06,11:54,-0.418,-0.429,-,-0.16
2024/07/06,12:00,-0.405,-0.42,-,-0.156
2024/07/06,12:06,-0.393,-0.406,-,-0.151
2024/07/06,12:12,-0.38,-0.387,-,-0.146
2024/07/06,12:18,-0.367,-0.374,-,-0.141
2024/07/06,12:24,-0.355,-0.359,-,-0.135
2024/07/06,12:30,-0.342,-0.341,-,-0.13
2024/07/06,12:36,-0.329,-0.329,-,-0.124
2024/07/06,12:42,-0.317,-0.318,-,-0.118
2024/07/06,12:48,-0.304,-0.3,-,-0.111
2024/07/06,12:54,-0.292,-0.286,-,-0.105
2024/07/06,13:00,-0.279,-0.279,-,-0.099
2024/07/06,13:06,-0.267,-0.262,-,-0.093
2024/07/06,13:12,-0.255,-0.252,-,-0.087
2024/07/06,13:18,-0.243,-0.238,-,-0.08
2024/07/06,13:24,-0.231,-0.225,-,-0.074
2024/07/06,13:30,-0.219,-0.21,-,-0.069
2024/07/06,13:36,-0.208,-0.195,-,-0.063
2024/07/06,13:42,-0.197,-0.18,-,-0.058
2024/07/06,13:48,-0.186,-0.167,-,-0.053
2024/07/06,13:54,-0.175,-0.154,-,-0.049
2024/07/06,14:00,-0.164,-0.139,-,-0.045
2024/07/06,14:06,-0.154,-0.124,-,-0.041
2024/07/06,14:12,-0.144,-0.114,-,-0.037
2024/07/06,14:18,-0.135,-0.102,-,-0.032
2024/07/06,14:24,-0.125,-0.092,-,-0.028
2024/07/06,14:30,-0.116,-0.084,-,-0.023
2024/07/06,14:36,-0.108,-0.075,-,-0.019
2024/07/06,14:42,-0.099,-0.066,-,-0.015
2024/07/06,14:48,-0.092,-0.056,-,-0.011
2024/07/06,14:54,-0.084,-0.051,-,-0.007
2024/07/06,15:00,-0.077,-0.046,-,-0.003
2024/07/06,15:06,-0.07,-0.038,-,-
2024/07/06,15:12,-0.063,-0.034,-,0.003
2024/07/06,15:18,-0.057,-0.028,-,0.007
2024/07/06,15:24,-0.051,-0.018,-,0.011
2024/07/06,15:30,-0.045,-0.019,-,0.015
2024/07/06,15:36,-0.04,-0.013,-,0.019
2024/07/06,15:42,-0.035,-0.009,-,0.023
2024/07/06,15:48,-0.03,-0.007,-,0.028
2024/07/06,15:54,-0.026,-0.008,-,0.032
2024/07/06,16:00,-0.022,-0.004,-,0.036
2024/07/06,16:06,-0.018,-,-,0.04
2024/07/06,16:12,-0.014,0.001,-,0.044
2024/07/06,16:18,-0.011,0.005,-,0.049
2024/07/06,16:24,-0.008,0.003,-,0.054
2024/07/06,16:30,-0.004,0.01,-,0.058
2024/07/06,16:36,-0.002,0.012,-,0.062
2024/07/06,16:42,0.001,0.013,-,0.066
2024/07/06,16:48,0.004,0.014,-,0.071
2024/07/06,16:54,0.006,0.018,-,0.075
2024/07/06,17:00,0.009,0.023,-,0.079
2024/07/06,17:06,0.011,0.024,-,0.083
2024/07/06,17:12,0.013,0.028,-,0.086
2024/07/06,17:18,0.015,0.03,-,0.091
2024/07/06,17:24,0.017,0.034,-,0.095
2024/07/06,17:30,0.019,0.037,-,0.098
2024/07/06,17:36,0.021,0.037,-,0.101
2024/07/06,17:42,0.023,0.035,-,0.104
2024/07/06,17:48,0.024,0.041,-,0.106
2024/07/06,17:54,0.026,0.047,-,0.109
2024/07/06,18:00,0.027,0.048,-,0.11
2024/07/06,18:06,0.029,0.048,-,0.112
2024/07/06,18:12,0.03,0.049,-,0.114
2024/07/06,18:18,0.031,0.048,-,0.117
2024/07/06,18:24,0.032,0.05,-,0.12
2024/07/06,18:30,0.033,0.054,-,0.123
2024/07/06,18:36,0.034,0.054,-,0.126
2024/07/06,18:42,0.035,0.055,-,0.129
2024/07/06,18:48,0.035,0.065,-,0.133
2024/07/06,18:54,0.036,0.069,-,0.137
2024/07/06,19:00,0.036,0.074,-,0.14
2024/07/06,19:06,0.036,0.076,-,0.144
2024/07/06,19:12,0.036,0.082,-,0.147
2024/07/06,19:18,0.036,0.081,-,0.15
2024/07/06,19:24,0.036,0.08,-,0.153
2024/07/06,19:30,0.036,0.073,-,0.156
2024/07/06,19:36,0.035,0.083,-,0.159
2024/07/06,19:42,0.035,0.095,-,0.16
2024/07/06,19:48,0.034,0.103,-,0.163
2024/07/06,19:54,0.033,0.118,-,0.165
2024/07/06,20:00,0.032,0.136,-,0.166
2024/07/06,20:06,0.031,0.148,-,0.167
2024/07/06,20:12,0.03,0.151,-,0.168
2024/07/06,20:18,0.028,0.157,-,0.169
2024/07/06,20:24,0.027,0.158,-,0.171
2024/07/06,20:30,0.026,0.156,-,0.172
2024/07/06,20:36,0.024,0.165,-,0.173
2024/07/06,20:42,0.023,0.167,-,0.176
2024/07/06,20:48,0.021,0.178,-,0.18
2024/07/06,20:54,0.019,0.193,-,0.185
2024/07/06,21:00,0.018,0.212,-,0.189
2024/07/06,21:06,0.016,0.219,-,0.194
2024/07/06,21:12,0.014,0.234,-,0.198
2024/07/06,21:18,0.013,0.253,-,0.202
2024/07/06,21:24,0.011,0.271,-,0.203
2024/07/06,21:30,0.009,0.288,-,0.205
2024/07/06,21:36,0.008,0.309,-,0.209
2024/07/06,21:42,0.006,0.338,-,0.211
2024/07/06,21:48,0.004,0.366,-,0.214
2024/07/06,21:54,0.002,0.385,-,0.217
2024/07/06,22:00,0.001,0.405,-,0.219
2024/07/06,22:06,-0.001,0.424,-,0.221
2024/07/06,22:12,-0.003,0.429,-,0.221
2024/07/06,22:18,-0.005,0.427,-,0.221
2024/07/06,22:24,-0.006,0.406,-,0.22
2024/07/06,22:30,-0.008,0.381,-,0.219
2024/07/06,22:36,-0.01,0.347,-,0.22
2024/07/06,22:42,-0.012,0.315,-,0.22
2024/07/06,22:48,-0.014,0.281,-,0.219
2024/07/06,22:54,-0.016,0.257,-,0.218
2024/07/06,23:00,-0.018,0.227,-,0.215
2024/07/06,23:06,-0.02,0.189,-,0.21
2024/07/06,23:12,-0.023,0.158,-,0.203
2024/07/06,23:18,-0.025,0.126,-,0.195
2024/07/06,23:24,-0.027,0.093,-,0.187
2024/07/06,23:30,-0.03,0.069,-,0.18
2024/07/06,23:36,-0.033,0.031,-,0.178
2024/07/06,23:42,-0.035,0.002,-,0.173
2024/07/06,23:48,-0.038,-0.025,-,0.166
2024/07/06,23:54,-0.041,-0.042,-,0.16
2024/07/07,00:00,-0.044,-0.059,-,0.153
2024/07/07,00:06,-0.047,-0.078,-,0.145
2024/07/07,00:12,-0.05,-0.084,-,0.139
2024/07/07,00:18,-0.054,-0.093,-,0.13
2024/07/07,00:24,-0.057,-0.102,-,0.123
2024/07/07,00:30,-0.061,-0.087,-,0.119
2024/07/07,00:36,-0.064,-0.081,-,0.118
2024/07/07,00:42,-0.068,-0.07,-,0.117
2024/07/07,00:48,-0.072,-0.055,-,0.109
2024/07/07,00:54,-0.076,-0.042,-,0.101
2024/07/07,01:00,-0.08,-0.028,-,0.096
2024/07/07,01:06,-0.084,-0.007,-,0.087
2024/07/07,01:12,-0.088,0.005,-,0.08
2024/07/07,01:18,-0.092,0.01,-,0.071
2024/07/07,01:24,-0.097,0.021,-,0.065
2024/07/07,01:30,-0.101,0.024,-,0.061
2024/07/07,01:36,-0.106,0.02,-,0.061
2024/07/07,01:42,-0.111,0.015,-,0.06
2024/07/07,01:48,-0.116,0.019,-,0.05
2024/07/07,01:54,-0.121,0.008,-,0.044
2024/07/07,02:00,-0.126,-0.002,-,0.041
2024/07/07,02:06,-0.132,-0.015,-,0.038
2024/07/07,02:12,-0.137,-0.023,-,0.036
2024/07/07,02:18,-0.143,-0.03,-,0.034
2024/07/07,02:24,-0.149,-0.043,-,0.035
2024/07/07,02:30,-0.155,-0.052,-,0.037
2024/07/07,02:36,-0.161,-0.076,-,0.042
2024/07/07,02:42,-0.168,-0.099,-,0.042
2024/07/07,02:48,-0.174,-0.108,-,0.034
2024/07/07,02:54,-0.181,-0.14,-,0.027
2024/07/07,03:00,-0.188,-0.156,-,0.024
2024/07/07,03:06,-0.195,-0.171,-,0.021
2024/07/07,03:12,-0.203,-0.186,-,0.013
2024/07/07,03:18,-0.21,-0.195,-,0.007
2024/07/07,03:24,-0.218,-0.207,-,0.001
2024/07/07,03:30,-0.226,-0.204,-,-0.003
2024/07/07,03:36,-0.234,-0.215,-,-0.007
2024/07/07,03:42,-0.242,-0.208,-,-0.019
2024/07/07,03:48,-0.251,-0.216,-,-0.034
2024/07/07,03:54,-0.259,-0.213,-,-0.046
2024/07/07,04:00,-0.268,-0.224,-,-0.053
2024/07/07,04:06,-0.277,-0.222,-,-0.055
2024/07/07,04:12,-0.286,-0.235,-,-0.061
2024/07/07,04:18,-0.295,-0.232,-,-0.067
2024/07/07,04:24,-0.304,-0.235,-,-0.071
2024/07/07,04:30,-0.313,-0.23,-,-0.075
2024/07/07,04:36,-0.322,-0.247,-,-0.077
2024/07/07,04:42,-0.332,-0.247,-,-0.087
2024/07/07,04:48,-0.341,-0.254,-,-0.097
2024/07/07,04:54,-0.35,-0.259,-,-0.107
2024/07/07,05:00,-0.36,-0.26,-,-0.114
2024/07/07,05:06,-0.369,-0.269,-,-0.116
2024/07/07,05:12,-0.378,-0.272,-,-0.121
2024/07/07,05:18,-0.387,-0.288,-,-0.129
2024/07/07,05:24,-0.397,-0.286,-,-0.135
2024/07/07,05:30,-0.406,-0.296,-,-0.14
2024/07/07,05:36,-0.415,-0.306,-,-0.144
2024/07/07,05:42,-0.424,-0.311,-,-0.153
2024/07/07,05:48,-0.433,-0.321,-,-0.162
2024/07/07,05:54,-0.442,-0.327,-,-0.17
2024/07/07,06:00,-0.45,-0.335,-,-0.173
2024/07/07,06:06,-0.459,-0.344,-,-0.171
2024/07/07,06:12,-0.468,-0.352,-,-0.173
2024/07/07,06:18,-0.476,-0.359,-,-0.175
2024/07/07,06:24,-0.485,-0.371,-,-0.18
2024/07/07,06:30,-0.493,-0.378,-,-0.182
2024/07/07,06:36,-0.501,-0.389,-,-0.183
2024/07/07,06:42,-0.509,-0.398,-,-0.192
2024/07/07,06:48,-0.517,-0.406,-,-0.196
2024/07/07,06:54,-0.525,-0.413,-,-0.203
2024/07/07,07:00,-0.533,-0.423,-,-0.206
2024/07/07,07:06,-0.54,-0.429,-,-0.205
2024/07/07,07:12,-0.548,-0.439,-,-0.208
2024/07/07,07:18,-0.555,-0.45,-,-0.212
2024/07/07,07:24,-0.562,-0.448,-,-0.22
2024/07/07,07:30,-0.569,-0.456,-,-0.226
2024/07/07,07:36,-0.576,-0.462,-,-0.23
2024/07/07,07:42,-0.582,-0.461,-,-0.237
2024/07/07,07:48,-0.588,-0.465,-,-0.24
2024/07/07,07:54,-0.594,-0.467,-,-0.245
2024/07/07,08:00,-0.6,-0.473,-,-0.245
2024/07/07,08:06,-0.606,-0.479,-,-0.243
2024/07/07,08:12,-0.611,-0.476,-,-0.243
2024/07/07,08:18,-0.616,-0.499,-,-0.244
2024/07/07,08:24,-0.62,-0.499,-,-0.249
2024/07/07,08:30,-0.625,-0.504,-,-0.25
2024/07/07,08:36,-0.628,-0.5,-,-0.249
2024/07/07,08:42,-0.632,-0.509,-,-0.25
2024/07/07,08:48,-0.635,-0.513,-,-0.249
2024/07/07,08:54,-0.638,-0.521,-,-0.251
2024/07/07,09:00,-0.64,-0.525,-,-0.25
2024/07/07,09:06,-0.642,-0.523,-,-0.25
2024/07/07,09:12,-0.643,-0.517,-,-0.25
2024/07/07,09:18,-0.644,-0.517,-,-0.251
2024/07/07,09:24,-0.645,-0.518,-,-0.258
2024/07/07,09:30,-0.645,-0.52,-,-0.262
2024/07/07,09:36,-0.644,-0.519,-,-0.264
2024/07/07,09:42,-0.643,-0.515,-,-0.265
2024/07/07,09:48,-0.642,-0.506,-,-0.264
2024/07/07,09:54,-0.64,-0.497,-,-0.264
2024/07/07,10:00,-0.637,-0.486,-,-0.262
2024/07/07,10:06,-0.634,-0.464,-,-0.26
2024/07/07,10:12,-0.631,-0.445,-,-0.257
2024/07/07,10:18,-0.627,-0.436,-,-0.252
2024/07/07,10:24,-0.622,-0.416,-,-0.252
2024/07/07,10:30,-0.617,-0.403,-,-0.248
2024/07/07,10:36,-0.612,-0.369,-,-0.242
2024/07/07,10:42,-0.606,-0.356,-,-0.231
2024/07/07,10:48,-0.6,-0.346,-,-0.219
2024/07/07,10:54,-0.593,-0.342,-,-0.208
2024/07/07,11:00,-0.586,-0.359,-,-0.195
2024/07/07,11:06,-0.578,-0.357,-,-0.185
2024/07/07,11:12,-0.57,-0.347,-,-0.173
2024/07/07,11:18,-0.562,-0.364,-,-0.161
2024/07/07,11:24,-0.553,-0.37,-,-0.154
2024/07/07,11:30,-0.544,-0.373,-,-0.145
2024/07/07,11:36,-0.534,-0.394,-,-0.137
2024/07/07,11:42,-0.525,-0.383,-,-0.126
2024/07/07,11:48,-0.515,-0.377,-,-0.116
2024/07/07,11:54,-0.504,-0.378,-,-0.108
2024/07/07,12:00,-0.494,-0.363,-,-0.101
2024/07/07,12:06,-0.483,-0.362,-,-0.097
2024/07/07,12:12,-0.472,-0.352,-,-0.091
2024/07/07,12:18,-0.461,-0.342,-,-0.085
2024/07/07,12:24,-0.449,-0.324,-,-0.082
2024/07/07,12:30,-0.438,-0.31,-,-0.079
2024/07/07,12:36,-0.426,-0.294,-,-0.075
2024/07/07,12:42,-0.414,-0.28,-,-0.067
2024/07/07,12:48,-0.402,-0.263,-,-0.058
2024/07/07,12:54,-0.39,-0.241,-,-0.053
2024/07/07,13:00,-0.378,-0.225,-,-0.048
2024/07/07,13:06,-0.366,-0.201,-,-0.044
2024/07/07,13:12,-0.354,-0.174,-,-0.04
2024/07/07,13:18,-0.342,-0.153,-,-0.035
2024/07/07,13:24,-0.329,-0.125,-,-0.034
2024/07/07,13:30,-0.317,-0.105,-,-0.032
2024/07/07,13:36,-0.305,-0.092,-,-0.03
2024/07/07,13:42,-0.293,-0.07,-,-0.025
2024/07/07,13:48,-0.281,-0.058,-,-0.018
2024/07/07,13:54,-0.269,-0.042,-,-0.015
2024/07/07,14:00,-0.257,-0.024,-,-0.013
2024/07/07,14:06,-0.246,-0.016,-,-0.011
2024/07/07,14:12,-0.234,0.008,-,-0.007
2024/07/07,14:18,-0.223,0.016,-,-0.002
2024/07/07,14:24,-0.212,0.026,-,0.003
2024/07/07,14:30,-0.201,0.042,-,0.006
2024/07/07,14:36,-0.191,0.058,-,0.011
2024/07/07,14:42,-0.18,0.063,-,0.02
2024/07/07,14:48,-0.17,0.072,-,0.03
2024/07/07,14:54,-0.16,0.083,-,0.039
2024/07/07,15:00,-0.151,0.089,-,0.044
2024/07/07,15:06,-0.142,0.09,-,0.049
2024/07/07,15:12,-0.133,0.096,-,0.056
2024/07/07,15:18,-0.124,0.1,-,0.064
2024/07/07,15:24,-0.116,0.102,-,0.071
2024/07/07,15:30,-0.108,0.116,-,0.075
2024/07/07,15:36,-0.1,0.115,-,0.079
2024/07/07,15:42,-0.093,0.119,-,0.086
2024/07/07,15:48,-0.086,0.123,-,0.094
2024/07/07,15:54,-0.079,0.128,-,0.102
2024/07/07,16:00,-0.073,0.132,-,0.105
2024/07/07,16:06,-0.067,0.131,-,0.107
2024/07/07,16:12,-0.061,0.144,-,0.114
2024/07/07,16:18,-0.056,0.147,-,0.121
2024/07/07,16:24,-0.051,0.152,-,0.127
2024/07/07,16:30,-0.046,0.163,-,0.132
2024/07/07,16:36,-0.041,0.166,-,0.138
2024/07/07,16:42,-0.036,0.183,-,0.146
2024/07/07,16:48,-0.032,0.205,-,0.158
2024/07/07,16:54,-0.028,0.216,-,0.17
2024/07/07,17:00,-0.024,0.226,-,0.178
2024/07/07,17:06,-0.021,0.254,-,0.186
2024/07/07,17:12,-0.017,0.278,-,0.2
2024/07/07,17:18,-0.014,0.3,-,0.214
2024/07/07,17:24,-0.011,0.32,-,0.226
2024/07/07,17:30,-0.008,0.334,-,0.237
2024/07/07,17:36,-0.006,0.363,-,0.247
2024/07/07,17:42,-0.003,0.355,-,0.261
2024/07/07,17:48,-0.001,0.399,-,0.279
2024/07/07,17:54,0.002,0.429,-,0.294
2024/07/07,18:00,0.004,0.451,-,0.304
2024/07/07,18:06,0.006,0.454,-,0.316
2024/07/07,18:12,0.008,0.465,-,0.33
2024/07/07,18:18,0.01,0.481,-,0.346
2024/07/07,18:24,0.012,0.483,-,0.356
2024/07/07,18:30,0.013,0.493,-,0.362
2024/07/07,18:36,0.015,0.502,-,0.368
2024/07/07,18:42,0.016,0.505,-,0.373
2024/07/07,18:48,0.017,0.5,-,0.379
2024/07/07,18:54,0.018,0.492,-,0.38
2024/07/07,19:00,0.019,0.482,-,0.373
2024/07/07,19:06,0.02,0.472,-,0.364
2024/07/07,19:12,0.021,0.466,-,0.356
2024/07/07,19:18,0.021,0.46,-,0.346
2024/07/07,19:24,0.022,0.449,-,0.33
2024/07/07,19:30,0.022,0.431,-,0.311
2024/07/07,19:36,0.023,0.431,-,0.293
2024/07/07,19:42,0.023,0.418,-,0.28
2024/07/07,19:48,0.023,0.43,-,0.27
2024/07/07,19:54,0.023,0.384,-,0.259
2024/07/07,20:00,0.022,0.419,-,0.248
2024/07/07,20:06,0.022,0.419,-,0.242
2024/07/07,20:12,0.022,0.416,-,0.242
2024/07/07,20:18,0.021,0.383,-,0.248
2024/07/07,20:24,0.021,0.389,-,0.252
2024/07/07,20:30,0.02,0.384,-,0.258
2024/07/07,20:36,0.019,0.39,-,0.269
2024/07/07,20:42,0.018,0.389,-,0.287
2024/07/07,20:48,0.017,0.397,-,0.309
2024/07/07,20:54,0.016,0.379,-,0.328
2024/07/07,21:00,0.015,0.39,-,0.342
2024/07/07,21:06,0.014,0.411,-,0.357
2024/07/07,21:12,0.013,0.389,-,0.375
2024/07/07,21:18,0.012,0.437,-,0.391
2024/07/07,21:24,0.011,0.458,-,0.402
2024/07/07,21:30,0.009,0.487,-,0.408
2024/07/07,21:36,0.008,0.489,-,0.417
2024/07/07,21:42,0.006,0.531,-,0.43
2024/07/07,21:48,0.005,0.521,-,0.444
2024/07/07,21:54,0.004,0.545,-,0.455
2024/07/07,22:00,0.002,0.578,-,0.462
2024/07/07,22:06,0.001,0.58,-,0.475
2024/07/07,22:12,-0.001,0.602,-,0.491
2024/07/07,22:18,-0.003,0.612,-,0.507
2024/07/07,22:24,-0.004,0.625,-,0.517
2024/07/07,22:30,-0.006,0.644,-,0.525
2024/07/07,22:36,-0.008,0.646,-,0.534
2024/07/07,22:42,-0.009,0.655,-,0.544
2024/07/07,22:48,-0.011,0.672,-,0.551
2024/07/07,22:54,-0.013,0.667,-,0.548
2024/07/07,23:00,-0.015,0.672,-,0.54
2024/07/07,23:06,-0.017,0.682,-,0.533
2024/07/07,23:12,-0.019,0.681,-,0.526
2024/07/07,23:18,-0.021,0.67,-,0.516
2024/07/07,23:24,-0.023,0.671,-,0.5
2024/07/07,23:30,-0.025,0.652,-,0.481
2024/07/07,23:36,-0.027,0.638,-,0.469
2024/07/07,23:42,-0.029,0.625,-,0.46
2024/07/07,23:48,-0.031,0.608,-,0.453
2024/07/07,23:54,-0.034,0.601,-,0.444
2024/07/08,00:00,-0.036,0.588,-,0.436
2024/07/08,00:06,-0.039,0.578,-,0.435
2024/07/08,00:12,-0.041,0.569,-,0.438
2024/07/08,00:18,-0.044,0.562,-,0.443
2024/07/08,00:24,-0.047,0.552,-,0.444
2024/07/08,00:30,-0.049,0.546,-,0.445
2024/07/08,00:36,-0.052,0.54,-,0.451
2024/07/08,00:42,-0.055,0.528,-,0.459
2024/07/08,00:48,-0.058,0.525,-,0.464
2024/07/08,00:54,-0.061,0.52,-,0.463
2024/07/08,01:00,-0.064,0.514,-,0.462
2024/07/08,01:06,-0.067,0.514,-,0.463
2024/07/08,01:12,-0.071,0.509,-,0.464
2024/07/08,01:18,-0.074,0.506,-,0.462
2024/07/08,01:24,-0.077,0.507,-,0.456
2024/07/08,01:30,-0.081,0.5,-,0.447
2024/07/08,01:36,-0.085,0.497,-,0.444
2024/07/08,01:42,-0.088,0.491,-,0.443
2024/07/08,01:48,-0.092,0.48,-,0.44
2024/07/08,01:54,-0.096,0.476,-,0.433
2024/07/08,02:00,-0.1,0.469,-,0.429
2024/07/08,02:06,-0.104,0.464,-,0.43
2024/07/08,02:12,-0.108,0.464,-,0.434
2024/07/08,02:18,-0.113,0.463,-,0.44
2024/07/08,02:24,-0.117,0.463,-,0.445
2024/07/08,02:30,-0.122,0.468,-,0.449
2024/07/08,02:36,-0.127,0.471,-,0.462
2024/07/08,02:42,-0.132,0.475,-,0.477
2024/07/08,02:48,-0.137,0.479,-,0.487
2024/07/08,02:54,-0.142,0.48,-,0.493
2024/07/08,03:00,-0.147,0.48,-,0.501
2024/07/08,03:06,-0.153,0.476,-,0.508
2024/07/08,03:12,-0.158,0.472,-,0.512
2024/07/08,03:18,-0.164,0.47,-,0.513
2024/07/08,03:24,-0.17,0.463,-,0.509
2024/07/08,03:30,-0.176,0.459,-,0.5
2024/07/08,03:36,-0.183,0.457,-,0.495
2024/07/08,03:42,-0.189,0.455,-,0.487
